t,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y
2.791339E1,,,,,6.361873E-2,3.333471E-4,,,,
2.794674E1,,,,,6.932764E-2,3.847385E-4,,,,
2.798009E1,,,,,7.512448E-2,3.392914E-4,,,,
2.801344E1,,,,,8.089841E-2,3.607031E-4,,,,
2.804679E1,,,,,8.693434E-2,3.843216E-4,,,,
2.808014E1,,,,,9.333831E-2,4.161645E-4,,,,
2.811349E1,,,,,9.993485E-2,4.019743E-4,,,,
2.814684E1,,,,,1.066095E-1,3.447078E-4,,,,
2.818018E1,,,,,1.137764E-1,4.923088E-4,,,,
2.821353E1,,,,,1.209845E-1,4.364175E-4,,,,
2.824688E1,,,,,1.285077E-1,3.564635E-4,,,,
2.828023E1,,,,,1.362815E-1,5.072407E-4,,,,
2.831358E1,,,,,1.443112E-1,3.876902E-4,,,,
2.834693E1,,,,,1.523273E-1,4.940257E-4,,,,
2.838028E1,,,,,1.606211E-1,4.241730E-4,,,,
2.841363E1,,,,,1.691346E-1,4.972060E-4,,,,
2.844698E1,,,,,1.779246E-1,3.950609E-4,,,,
2.848033E1,,,,,1.866989E-1,4.171907E-4,,,,
2.851368E1,,,,,1.958028E-1,4.757717E-4,,,,
2.854703E1,,,,,2.051098E-1,3.442080E-4,,,,
2.858038E1,,,,,2.152672E-1,3.313457E-4,,,,
2.861373E1,,,,,2.250129E-1,3.066444E-4,,,,
2.864708E1,,,,,2.356182E-1,3.320619E-4,,,,
2.868042E1,,,,,2.459667E-1,2.577632E-4,,,,
2.871377E1,,,,,2.568388E-1,2.717622E-4,,,,
2.874712E1,,,,,2.674430E-1,1.502270E-4,,,,
2.878047E1,,,,,2.782509E-1,-1.130689E-6,,,,
2.881382E1,,,,,2.898988E-1,2.422803E-4,,,,
2.884717E1,,,,,3.013441E-1,2.904923E-4,,,,
2.888052E1,,,,,3.129955E-1,4.215467E-4,,,,
2.891387E1,,,,,3.247979E-1,3.778238E-4,,,,
2.894722E1,,,,,3.373932E-1,2.344570E-4,,,,
2.898057E1,,,,,3.496396E-1,9.795479E-5,,,,
2.901392E1,,,,,3.626202E-1,8.783164E-5,,,,
2.904727E1,,,,,3.750839E-1,1.199199E-4,,,,
2.908062E1,,,,,3.881142E-1,1.556333E-4,,,,
2.911397E1,,,,,4.013546E-1,3.262311E-4,,,,
2.914732E1,,,,,4.150186E-1,5.298307E-4,,,,
2.918066E1,,,,,4.289348E-1,4.728772E-4,,,,
2.921401E1,,,,,4.428013E-1,5.354508E-4,,,,
2.924736E1,,,,,4.568087E-1,5.660437E-4,,,,
2.928071E1,,,,,4.708808E-1,6.522298E-4,,,,
2.931406E1,,,,,4.859906E-1,6.666950E-4,,,,
2.934741E1,,,,,5.005179E-1,7.486129E-4,,,,
2.938076E1,,,,,5.158190E-1,6.294838E-4,,,,
2.941411E1,,,,,5.300726E-1,5.572868E-4,,,,
2.944746E1,,,,,5.457276E-1,6.431902E-4,,,,
2.948081E1,,,,,5.615477E-1,6.401736E-4,,,,
2.951416E1,,,,,5.768585E-1,8.276213E-4,,,,
2.954751E1,,,,,5.930767E-1,8.821384E-4,,,,
2.958086E1,,,,,6.093182E-1,8.942864E-4,,,,
2.961421E1,,,,,6.243795E-1,8.890479E-4,,,,
2.964756E1,,,,,6.412498E-1,1.015156E-3,,,,
2.968090E1,,,,,6.585907E-1,1.004270E-3,,,,
2.971425E1,,,,,6.751890E-1,1.073017E-3,,,,
2.974760E1,,,,,6.930070E-1,9.942677E-4,,,,
2.978095E1,,,,,7.106759E-1,1.041262E-3,,,,
2.981430E1,,,,,7.285895E-1,9.825770E-4,,,,
2.984765E1,,,,,7.464929E-1,1.095294E-3,,,,
2.988100E1,,,,,7.650905E-1,1.083089E-3,,,,
2.991435E1,,,,,7.836302E-1,1.070429E-3,,,,
2.994770E1,,,,,8.021478E-1,9.685912E-4,,,,
2.998105E1,,,,,8.212474E-1,1.103648E-3,,,,
3.001440E1,,,,,8.415279E-1,1.013092E-3,,,,
3.004775E1,,,,,8.615278E-1,1.078342E-3,,,,
3.008110E1,,,,,8.814065E-1,8.993480E-4,,,,
3.011445E1,,,,,9.010568E-1,7.873604E-4,,,,
3.014780E1,,,,,9.211607E-1,8.391818E-4,,,,
3.018114E1,,,,,9.412680E-1,7.741087E-4,,,,
3.021449E1,,,,,9.620940E-1,6.645883E-4,,,,
3.024784E1,,,,,9.827091E-1,7.501852E-4,,,,
3.028119E1,,,,,1.004620E0,9.604596E-4,,,,
3.031454E1,,,,,1.025788E0,1.014864E-3,,,,
3.034789E1,,,,,1.047981E0,1.035999E-3,,,,
3.038124E1,,,,,1.069110E0,1.026619E-3,,,,
3.041459E1,,,,,1.090858E0,3.908040E-4,,,,
3.044794E1,,,,,1.112489E0,4.653319E-4,,,,
3.048129E1,,,,,1.135240E0,3.093972E-4,,,,
3.051464E1,,,,,1.156624E0,7.611214E-4,,,,
3.054799E1,,,,,,,,,,
3.058134E1,,,,,,,,,,
3.061469E1,,,,,,,,,,
3.064803E1,,,,,,,,,,
3.068138E1,,,,,,,,,,
3.071473E1,,,,,,,,,,
3.074808E1,,,,,,,,,,
3.078143E1,,,,,,,,,,
3.081478E1,,,,,,,,,,
3.084813E1,,,,,,,,,,
3.088148E1,,,,,,,,,,
3.091483E1,,,,,,,,,,
3.094818E1,,,,,,,,,,
3.098153E1,,,,,,,,,,
3.101488E1,,,,,,,,,,
3.104823E1,,,,,,,,,,
3.108158E1,,,,,,,,,,
3.111493E1,,,,,,,,,,
3.114827E1,,,,,,,,,,
3.118162E1,,,,,,,,,,
3.121497E1,,,,,,,,,,
3.124832E1,,,,,,,,,,
3.128167E1,,,,,,,,,,
3.131502E1,,,,,,,,,,
3.134837E1,,,,,,,,,,
3.138172E1,,,,,,,,,,
3.141507E1,,,,,,,,,,
3.144842E1,,,,,,,,,,
3.148177E1,,,,,,,,,,
3.151512E1,,,,,,,,,,
3.154847E1,,,,,,,,,,
3.158182E1,,,,,,,,,,
3.161517E1,,,,,,,,,,
3.164851E1,,,,,,,,,,
3.168186E1,,,,,,,,,,
3.171521E1,,,,,,,,,,
3.174856E1,,,,,,,,,,
3.178191E1,,,,,,,,,,
3.181526E1,,,,,,,,,,
3.184861E1,,,,,,,,,,
3.188196E1,,,,,,,,,,
3.191531E1,,,,,,,,,,
3.194866E1,,,,,,,,,,
3.198201E1,,,,,,,,,,
3.201536E1,,,,,,,,,,
3.204871E1,,,,,,,,,,
3.208206E1,,,,,,,,,,
3.211541E1,,,,,,,,,,
3.214875E1,,,,,,,,,,
3.218210E1,,,,,,,,,,
3.221545E1,,,,,,,,,,
3.224880E1,,,,,,,,,,
3.228215E1,,,,,,,,,,
3.231550E1,,,,,,,,,,
3.234885E1,,,,,,,,,,
3.238220E1,,,,,,,,,,
3.241555E1,,,,,,,,,,
3.244890E1,,,,,,,,,,
3.248225E1,,,,,,,,,,
3.251560E1,,,,,,,,,,
3.254895E1,,,,,,,,,,
3.258230E1,,,,,,,,,,
3.261565E1,,,,,,,,,,
3.264899E1,,,,,,,,,,
3.268234E1,,,,,,,,,,
3.271569E1,,,,,,,,,,
3.274904E1,,,,,,,,,,
3.278239E1,,,,,,,,,,
3.281574E1,,,,,,,,,,
3.284909E1,,,,,,,,,,
3.288244E1,,,,,,,,,,
3.291579E1,,,,,,,,,,
3.294914E1,,,,,,,,,,
3.298249E1,,,,,,,,,,
3.301584E1,,,,,,,,,,
3.304919E1,,,,,,,,,,
3.308254E1,,,,,,,,,,
3.311589E1,,,,,,,,,,
3.314923E1,,,,,,,,,,
3.318258E1,,,,,,,,,,
3.321593E1,,,,,,,,,,
3.324928E1,,,,,,,,,,
3.328263E1,,,,,,,,,,
3.331598E1,,,,,,,,,,
3.334933E1,,,,,,,,,,
3.338268E1,,,,,,,,,,
3.341603E1,,,,,,,,,,
3.344938E1,,,,,,,,,,
3.348273E1,,,,,,,,,,
3.351608E1,,,,,,,,,,
3.354943E1,,,,,,,,,,
3.358278E1,,,,,,,,,,
3.361613E1,,,,,,,,,,
3.364947E1,,,,,,,,,,
3.368282E1,,,,,,,,,,
3.371617E1,,,,,,,,,,
3.374952E1,,,,,,,,,,
3.378287E1,,,,,,,,,,
3.381622E1,,,,,,,,,,
3.384957E1,,,,,,,,,,
3.388292E1,,,,,,,,,,
3.391627E1,,,,,,,,,,
3.394962E1,,,,,,,,,,
3.398297E1,,,,,,,,,,
3.401632E1,,,,,,,,,,
3.404967E1,,,,,,,,,,
3.408302E1,,,,,,,,,,
3.411637E1,,,,,,,,,,
3.414971E1,,,,,,,,,,
3.418306E1,,,,,,,,,,
3.421641E1,,,,,,,,,,
3.424976E1,,,,,,,,,,
3.428311E1,,,,,,,,,,
3.431646E1,,,,,,,,,,
3.434981E1,,,,,,,,,,
3.438316E1,,,,,,,,,,
3.441651E1,,,,,,,,,,
3.444986E1,,,,,,,,,,
3.448321E1,,,,,,,,,,
3.451656E1,,,,,,,,,,
3.454991E1,,,,,,,,,,
3.458326E1,,,,,,,,,,
3.461661E1,,,,,,,,,,
3.464995E1,,,,,,,,,,
3.468330E1,,,,,,,,,,
3.471665E1,,,,,,,,,,
3.475000E1,,,,,,,,,,
3.478335E1,,,,,,,,,,
3.481670E1,,,,,,,,,,
3.485005E1,,,,,,,,,,
3.488340E1,,,,,,,,,,
3.491675E1,,,,,,,,,,
3.495010E1,,,,,,,,,,
3.498345E1,,,,,,,,,,
3.501680E1,,,,,,,,,,
3.505015E1,,,,,,,,,,
3.508350E1,,,,,,,,,,
3.511685E1,,,,,,,,,,
3.515019E1,,,,,,,,,,
3.518354E1,,,,,,,,,,
3.521689E1,,,,,,,,,,
3.525024E1,,,,,,,,,,
3.528359E1,,,,,,,,,,
3.531694E1,,,,,,,,,,
3.535029E1,,,,,,,,,,
3.538364E1,,,,,,,,,,
3.541699E1,,,,,,,,,,
3.545034E1,,,,,,,,,,
3.548369E1,,,,,,,,,,
3.551704E1,,,,,,,,,,
3.555039E1,,,,,,,,,,
3.558374E1,,,,,,,,,,
3.561709E1,,,,,,,,,,
3.565043E1,,,,,,,,,,
3.568378E1,,,,,,,,,,
3.571713E1,,,,,,,,,,
3.575048E1,,,,,,,,,,
3.578383E1,,,,,,,,,,
3.581718E1,,,,,,,,,,
3.585053E1,,,,,,,,,,
3.588388E1,,,,,,,,,,
3.591723E1,,,,,,,,,,
3.595058E1,,,,,,,,,,
3.598393E1,,,,,,,-1.297942E-4,-1.705946E-3,,
3.601728E1,,,,,,,-1.960096E-4,-1.686323E-3,,
3.605063E1,,,,,,,-1.845387E-4,-1.685942E-3,,
3.608398E1,,,,,,,-1.693110E-4,-1.688517E-3,,
3.611733E1,,,,,,,-1.620237E-4,-1.683851E-3,,
3.615067E1,,,,,,,-1.608741E-4,-1.681874E-3,,
3.618402E1,,,,,,,-1.568957E-4,-1.684944E-3,,
3.621737E1,,,,,,,-1.601910E-4,-1.689058E-3,,
3.625072E1,,,,,,,-1.463249E-4,-1.687669E-3,,
3.628407E1,,,,,,,2.684620E-4,-1.717677E-3,,
3.631742E1,,,,,,,1.119587E-3,-1.671400E-3,,
3.635077E1,,,,,,,1.651040E-3,-1.636266E-3,,
3.638412E1,,,,,,,3.000978E-3,-1.555525E-3,,
3.641747E1,,,,,,,4.170473E-3,-1.698248E-3,,
3.645082E1,,,,,,,5.747510E-3,-1.584313E-3,,
3.648417E1,,,,,,,7.745698E-3,-1.512080E-3,,
3.651752E1,,,,,,,9.683491E-3,-1.444900E-3,,
3.655087E1,,,,,,,1.212055E-2,-1.500101E-3,,
3.658422E1,,,,,,,1.457928E-2,-1.355568E-3,,
3.661757E1,,,,,,,1.745090E-2,-1.462509E-3,,
3.665091E1,,,,,,,2.050188E-2,-1.469867E-3,,
3.668426E1,,,,,,,2.391989E-2,-1.524877E-3,,
3.671761E1,,,,,,,2.722575E-2,-1.570411E-3,,
3.675096E1,,,,,,,3.096124E-2,-1.405608E-3,,
3.678431E1,,,,,,,3.493633E-2,-1.472441E-3,,
3.681766E1,,,,,,,3.933443E-2,-1.406606E-3,,
3.685101E1,,,,,,,4.377298E-2,-1.480061E-3,,
3.688436E1,,,,,,,4.834948E-2,-1.460569E-3,,
3.691771E1,,,,,,,5.326439E-2,-1.402840E-3,,
3.695106E1,,,,,,,5.881056E-2,-1.333361E-3,,
3.698441E1,,,,,,,6.390129E-2,-1.307214E-3,,
3.701776E1,,,,,,,6.967913E-2,-1.323314E-3,,
3.705111E1,,,,,,,7.533896E-2,-1.299516E-3,,
3.708446E1,,,,,,,8.138636E-2,-1.247307E-3,,
3.711781E1,,,,,,,8.762208E-2,-1.198056E-3,,
3.715115E1,,,,,,,9.427859E-2,-1.568362E-3,,
3.718450E1,,,,,,,1.008586E-1,-1.274191E-3,,
3.721785E1,,,,,,,1.079049E-1,-1.186837E-3,,
3.725120E1,,,,,,,1.151346E-1,-1.235471E-3,,
3.728455E1,,,,,,,1.223497E-1,-1.158986E-3,,
3.731790E1,,,,,,,1.297377E-1,-1.120376E-3,,
3.735125E1,,,,,,,1.376239E-1,-1.251045E-3,,
3.738460E1,,,,,,,1.456351E-1,-1.166380E-3,,
3.741795E1,,,,,,,1.538104E-1,-1.243912E-3,,
3.745130E1,,,,,,,1.620172E-1,-1.158187E-3,,
3.748465E1,,,,,,,1.708239E-1,-1.254929E-3,,
3.751800E1,,,,,,,1.796508E-1,-1.178302E-3,,
3.755135E1,,,,,,,1.884577E-1,-1.226730E-3,,
3.758470E1,,,,,,,1.976987E-1,-1.197416E-3,,
3.761805E1,,,,,,,2.072734E-1,-1.255393E-3,,
3.765139E1,,,,,,,2.172549E-1,-1.119884E-3,,
3.768474E1,,,,,,,2.273613E-1,-1.159930E-3,,
3.771809E1,,,,,,,2.373678E-1,-1.322219E-3,,
3.775144E1,,,,,,,2.478624E-1,-1.502948E-3,,
3.778479E1,,,,,,,2.587582E-1,-1.619731E-3,,
3.781814E1,,,,,,,2.693284E-1,-1.573362E-3,,
3.785149E1,,,,,,,2.800527E-1,-1.384429E-3,,
3.788484E1,,,,,,,2.911129E-1,-1.286344E-3,,
3.791819E1,,,,,,,3.033655E-1,-1.273763E-3,,
3.795154E1,,,,,,,3.156455E-1,-1.366172E-3,,
3.798489E1,,,,,,,3.272809E-1,-1.382845E-3,,
3.801824E1,,,,,,,3.401382E-1,-7.733361E-4,,
3.805159E1,,,,,,,3.525623E-1,-6.719029E-4,,
3.808494E1,,,,,,,3.655444E-1,-7.152557E-4,,
3.811829E1,,,,,,,3.788035E-1,-6.414592E-4,,
3.815163E1,,,,,,,3.915202E-1,-5.625460E-4,,
3.818498E1,,,,,,,4.050270E-1,-4.605171E-4,,
3.821833E1,,,,,,,4.185686E-1,-4.490568E-4,,
3.825168E1,,,,,,,4.326708E-1,-2.739454E-4,,
3.828503E1,,,,,,,4.463751E-1,-3.031349E-4,,
3.831838E1,,,,,,,4.607081E-1,-3.362736E-4,,
3.835173E1,,,,,,,4.749832E-1,-3.712492E-4,,
3.838508E1,,,,,,,4.898145E-1,-4.272842E-4,,
3.841843E1,,,,,,,5.043020E-1,-2.619318E-4,,
3.845178E1,,,,,,,5.193081E-1,-3.765022E-4,,
3.848513E1,,,,,,,5.349421E-1,-3.387138E-4,,
3.851848E1,,,,,,,5.490026E-1,-2.044544E-4,,
3.855183E1,,,,,,,5.654268E-1,-9.829750E-5,,
3.858518E1,,,,,,,5.814090E-1,-8.081553E-5,,
3.861853E1,,,,,,,5.975796E-1,-1.785186E-5,,
3.865187E1,,,,,,,6.137339E-1,7.261513E-5,,
3.868522E1,,,,,,,6.299684E-1,6.642477E-5,,
3.871857E1,,,,,,,6.475549E-1,-1.117103E-6,,
3.875192E1,,,,,,,6.632771E-1,8.316055E-5,,
3.878527E1,,,,,,,6.801159E-1,3.033608E-4,,
3.881862E1,,,,,,,6.986788E-1,2.520282E-4,,
3.885197E1,,,,,,,7.174803E-1,-2.120640E-4,,
3.888532E1,,,,,,,7.351764E-1,-2.474775E-4,,
3.891867E1,,,,,,,7.532016E-1,-2.725367E-4,,
3.895202E1,,,,,,,7.714731E-1,-3.055987E-4,,
3.898537E1,,,,,,,7.897413E-1,-3.838994E-4,,
3.901872E1,,,,,,,8.092209E-1,-4.709657E-4,,
3.905207E1,,,,,,,8.284638E-1,-4.882784E-4,,
3.908542E1,,,,,,,8.478506E-1,-5.011386E-4,,
3.911876E1,,,,,,,8.670515E-1,-3.214416E-4,,
3.915211E1,,,,,,,8.872446E-1,-2.426166E-4,,
3.918546E1,,,,,,,9.072673E-1,-2.160785E-4,,
3.921881E1,,,,,,,9.284514E-1,-2.529238E-4,,
3.925216E1,,,,,,,9.482670E-1,-1.566117E-4,,
3.928551E1,,,,,,,9.691288E-1,-1.536970E-4,,
3.931886E1,,,,,,,9.901132E-1,6.934260E-5,,
3.935221E1,,,,,,,1.011530E0,1.413455E-4,,
3.938556E1,,,,,,,1.033369E0,1.361293E-4,,
3.941891E1,,,,,,,1.054258E0,6.023447E-4,,
3.945226E1,,,,,,,1.078976E0,4.028559E-4,,
3.948561E1,,,,,,,1.099264E0,-2.293802E-4,,
3.951896E1,,,,,,,1.119285E0,-3.786332E-4,,
3.955231E1,,,,,,,1.140282E0,-2.398728E-4,,
3.958566E1,,,,,,,,,,
3.961900E1,,,,,,,,,,
3.965235E1,,,,,,,,,,
3.968570E1,,,,,,,,,,
3.971905E1,,,,,,,,,,
3.975240E1,,,,,,,,,,
3.978575E1,,,,,,,,,,
3.981910E1,,,,,,,,,,
3.985245E1,,,,,,,,,,
3.988580E1,,,,,,,,,,
3.991915E1,,,,,,,,,,
3.995250E1,,,,,,,,,,
3.998585E1,,,,,,,,,,
4.001920E1,,,,,,,,,,
4.005255E1,,,,,,,,,,
4.008590E1,,,,,,,,,,
4.011924E1,,,,,,,,,,
4.015259E1,,,,,,,,,,
4.018594E1,,,,,,,,,,
4.021929E1,,,,,,,,,,
4.025264E1,,,,,,,,,,
4.028599E1,,,,,,,,,,
4.031934E1,,,,,,,,,,
4.035269E1,,,,,,,,,,
4.038604E1,,,,,,,,,,
4.041939E1,,,,,,,,,,
4.045274E1,,,,,,,,,,
4.048609E1,,,,,,,,,,
4.051944E1,,,,,,,,,,
4.055279E1,,,,,,,,,,
4.058614E1,,,,,,,,,,
4.061948E1,,,,,,,,,,
4.065283E1,,,,,,,,,,
4.068618E1,,,,,,,,,,
4.071953E1,,,,,,,,,,
4.075288E1,,,,,,,,,,
4.078623E1,,,,,,,,,,
4.081958E1,,,,,,,,,,
4.085293E1,,,,,,,,,,
4.088628E1,,,,,,,,,,
4.091963E1,,,,,,,,,,
4.095298E1,,,,,,,,,,
4.098633E1,,,,,,,,,,
4.101968E1,,,,,,,,,,
4.105303E1,,,,,,,,,,
4.108638E1,,,,,,,,,,
4.111972E1,,,,,,,,,,
4.115307E1,,,,,,,,,,
4.118642E1,,,,,,,,,,
4.121977E1,,,,,,,,,,
4.125312E1,,,,,,,,,,
4.128647E1,,,,,,,,,,
4.131982E1,,,,,,,,,,
4.135317E1,,,,,,,,,,
4.138652E1,,,,,,,,,,
4.141987E1,,,,,,,,,,
4.145322E1,,,,,,,,,,
4.148657E1,,,,,,,,,,
4.151992E1,,,,,,,,,,
4.155327E1,,,,,,,,,,
4.158662E1,,,,,,,,,,
4.161996E1,,,,,,,,,,
4.165331E1,,,,,,,,,,
4.168666E1,,,,,,,,,,
4.172001E1,,,,,,,,,,
4.175336E1,,,,,,,,,,
4.178671E1,,,,,,,,,,
4.182006E1,,,,,,,,,,
4.185341E1,,,,,,,,,,
4.188676E1,,,,,,,,,,
4.192011E1,,,,,,,,,,
4.195346E1,,,,,,,,,,
4.198681E1,,,,,,,,,,
4.202016E1,,,,,,,,,,
4.205351E1,,,,,,,,,,
4.208686E1,,,,,,,,,,
4.212020E1,,,,,,,,,,
4.215355E1,,,,,,,,,,
4.218690E1,,,,,,,,,,
4.222025E1,,,,,,,,,,
4.225360E1,,,,,,,,,,
4.228695E1,,,,,,,,,,
4.232030E1,,,,,,,,,,
4.235365E1,,,,,,,,,,
4.238700E1,,,,,,,,,,
4.242035E1,,,,,,,,,,
4.245370E1,,,,,,,,,,
4.248705E1,,,,,,,,,,
4.252040E1,,,,,,,,,,
4.255375E1,,,,,,,,,,
4.258710E1,,,,,,,,,,
4.262044E1,,,,,,,,,,
4.265379E1,,,,,,,,,,
4.268714E1,,,,,,,,,,
4.272049E1,,,,,,,,,,
4.275384E1,,,,,,,,,,
4.278719E1,,,,,,,,,,
4.282054E1,,,,,,,,,,
4.285389E1,,,,,,,,,,
4.288724E1,,,,,,,,,,
4.292059E1,,,,,,,,,,
4.295394E1,,,,,,,,,,
4.298729E1,,,,,,,,,,
4.302064E1,,,,,,,,,,
4.305399E1,,,,,,,,,,
4.308734E1,,,,,,,,,,
4.312068E1,,,,,,,,,,
4.315403E1,,,,,,,,,,
4.318738E1,,,,,,,,,,
4.322073E1,,,,,,,,,,
4.325408E1,,,,,,,,,,
4.328743E1,,,,,,,,,,
4.332078E1,,,,,,,,,,
4.335413E1,,,,,,,,,,
4.338748E1,,,,,,,,,,
4.342083E1,,,,,,,,,,
4.345418E1,,,,,,,,,,
4.348753E1,,,,,,,,,,
4.352088E1,,,,,,,,,,
4.355423E1,,,,,,,,,,
4.358758E1,,,,,,,,,,
4.362092E1,,,,,,,,,,
4.365427E1,,,,,,,,,,
4.368762E1,,,,,,,,,,
4.372097E1,,,,,,,,,,
4.375432E1,,,,,,,,,,
4.378767E1,,,,,,,,,,
4.382102E1,,,,,,,,,,
4.385437E1,,,,,,,,,,
4.388772E1,,,,,,,,,,
4.392107E1,,,,,,,,,,
4.395442E1,,,,,,,,,,
4.398777E1,,,,,,,,,,
4.402112E1,,,,,,,,,,
4.405447E1,,,,,,,,,,
4.408782E1,,,,,,,,,,
4.412116E1,,,,,,,,,,
4.415451E1,,,,,,,,,,
4.418786E1,,,,,,,,,,
4.422121E1,,,,,,,,,,
4.425456E1,,,,,,,,,,
4.428791E1,,,,,,,,,,
4.432126E1,,,,,,,,,,
4.435461E1,,,,,,,,,,
4.438796E1,,,,,,,,,,
4.442131E1,,,,,,,,,,
4.445466E1,,,,,,,,,,
4.448801E1,,,,,,,,,,
4.452136E1,,,,,,,,,,
4.455471E1,,,,,,,,,,
4.458806E1,,,,,,,,,,
4.462140E1,,,,,,,,,,
4.465475E1,,,,,,,,,,
4.468810E1,,,,,,,,,,
4.472145E1,,,,,,,,,,
4.475480E1,,,,,,,,,,
4.478815E1,,,,,,,,,,
4.482150E1,,,,,,,,,,
4.485485E1,,,,,,,,,,
4.488820E1,,,,,,,,,,
4.492155E1,,,,,,,,,,
4.495490E1,,,,,,,,,,
4.498825E1,,,,,,,,,,
4.502160E1,,,,,,,,,,
4.505495E1,,,,,,,,,,
4.508830E1,,,,,,,,,,
4.512164E1,,,,,,,,,,
4.515499E1,,,,,,,,,,
4.518834E1,,,,,,,,,,
4.522169E1,,,,,,,,,,
4.525504E1,,,,,,,,,,
4.528839E1,,,,,,,,,,
4.532174E1,,,,,,,,,,
4.535509E1,,,,,,,,,,
4.538844E1,,,,,,,,,,
4.542179E1,,,,,,,,,,
4.545514E1,,,,,,,,,,
4.548849E1,,,,,,,,,,
4.552184E1,,,,,,,,,1.750184E-3,-1.568583E-3
4.555519E1,,,,,,,,,1.918081E-3,-1.553347E-3
4.558854E1,,,,,,,,,2.005227E-3,-1.554828E-3
4.562188E1,,,,,,,,,2.180072E-3,-1.551947E-3
4.565523E1,,,,,,,,,2.763932E-3,-1.540967E-3
4.568858E1,,,,,,,,,3.603563E-3,-1.518087E-3
4.572193E1,,,,,,,,,4.732963E-3,-1.472055E-3
4.575528E1,,,,,,,,,5.907225E-3,-1.597684E-3
4.578863E1,,,,,,,,,7.483931E-3,-1.488108E-3
4.582198E1,,,,,,,,,9.489647E-3,-1.394922E-3
4.585533E1,,,,,,,,,1.149820E-2,-1.395777E-3
4.588868E1,,,,,,,,,1.371092E-2,-1.254787E-3
4.592203E1,,,,,,,,,1.618411E-2,-1.298033E-3
4.595538E1,,,,,,,,,1.876192E-2,-1.192621E-3
4.598873E1,,,,,,,,,2.187281E-2,-1.246118E-3
4.602208E1,,,,,,,,,2.499395E-2,-1.300416E-3
4.605543E1,,,,,,,,,2.865789E-2,-1.225653E-3
4.608878E1,,,,,,,,,3.240134E-2,-1.263763E-3
4.612212E1,,,,,,,,,3.628011E-2,-1.268814E-3
4.615547E1,,,,,,,,,4.030734E-2,-1.299031E-3
4.618882E1,,,,,,,,,4.493686E-2,-1.366418E-3
4.622217E1,,,,,,,,,4.952131E-2,-1.341599E-3
4.625552E1,,,,,,,,,5.431255E-2,-1.317699E-3
4.628887E1,,,,,,,,,5.945894E-2,-1.259219E-3
4.632222E1,,,,,,,,,6.502587E-2,-1.159530E-3
4.635557E1,,,,,,,,,7.057446E-2,-1.235618E-3
4.638892E1,,,,,,,,,7.630179E-2,-1.205303E-3
4.642227E1,,,,,,,,,8.226215E-2,-1.221824E-3
4.645562E1,,,,,,,,,8.821974E-2,-1.164569E-3
4.648897E1,,,,,,,,,9.450349E-2,-1.187927E-3
4.652232E1,,,,,,,,,1.012197E-1,-1.118532E-3
4.655567E1,,,,,,,,,1.080238E-1,-1.025664E-3
4.658902E1,,,,,,,,,1.151991E-1,-9.874540E-4
4.662236E1,,,,,,,,,1.224302E-1,-1.126950E-3
4.665571E1,,,,,,,,,1.299340E-1,-1.049973E-3
4.668906E1,,,,,,,,,1.376744E-1,-1.164496E-3
4.672241E1,,,,,,,,,1.453447E-1,-1.086339E-3
4.675576E1,,,,,,,,,1.535280E-1,-1.149918E-3
4.678911E1,,,,,,,,,1.618907E-1,-1.072515E-3
4.682246E1,,,,,,,,,1.709361E-1,-1.125149E-3
4.685581E1,,,,,,,,,1.795050E-1,-1.096530E-3
4.688916E1,,,,,,,,,1.884542E-1,-1.146212E-3
4.692251E1,,,,,,,,,1.977918E-1,-1.141538E-3
4.695586E1,,,,,,,,,2.075698E-1,-1.153123E-3
4.698921E1,,,,,,,,,2.173156E-1,-1.097024E-3
4.702256E1,,,,,,,,,2.272510E-1,-1.055562E-3
4.705591E1,,,,,,,,,2.372694E-1,-1.107744E-3
4.708926E1,,,,,,,,,2.476107E-1,-1.148610E-3
4.712260E1,,,,,,,,,2.588772E-1,-1.407272E-3
4.715595E1,,,,,,,,,2.695373E-1,-1.348924E-3
4.718930E1,,,,,,,,,2.807638E-1,-1.135565E-3
4.722265E1,,,,,,,,,2.921955E-1,-1.181134E-3
4.725600E1,,,,,,,,,3.037009E-1,-1.127529E-3
4.728935E1,,,,,,,,,3.153590E-1,-1.150806E-3
4.732270E1,,,,,,,,,3.274868E-1,-1.134018E-3
4.735605E1,,,,,,,,,3.394411E-1,-1.310379E-3
4.738940E1,,,,,,,,,3.528667E-1,5.129743E-4
4.742275E1,,,,,,,,,3.652273E-1,5.731775E-4
4.745610E1,,,,,,,,,3.781949E-1,5.209438E-4
4.748945E1,,,,,,,,,3.912289E-1,5.624966E-4
4.752280E1,,,,,,,,,4.046687E-1,5.091726E-4
4.755615E1,,,,,,,,,4.179240E-1,7.118817E-4
4.758950E1,,,,,,,,,4.320044E-1,7.913561E-4
4.762284E1,,,,,,,,,4.463654E-1,8.737931E-4
4.765619E1,,,,,,,,,4.605976E-1,9.162709E-4
4.768954E1,,,,,,,,,4.744664E-1,8.728770E-4
4.772289E1,,,,,,,,,4.894903E-1,9.792099E-4
4.775624E1,,,,,,,,,5.045258E-1,8.715228E-4
4.778959E1,,,,,,,,,5.193144E-1,8.064943E-4
4.782294E1,,,,,,,,,5.337954E-1,8.211178E-4
4.785629E1,,,,,,,,,5.499343E-1,9.844844E-4
