t,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,F_x,F_y
3.990557E1,,,,,,,,,,,,
3.993891E1,,,,,,,,,,,,
3.997225E1,,,,,,,,,,,,
4.000558E1,,,,,,,,,,,,
4.003892E1,,,,,,,,,,,,
4.007226E1,,,,,,,,,,,,
4.010560E1,,,,,,,,,,,,
4.013894E1,,,,,,,,,,,,
4.017227E1,,,,,,,,,,,,
4.020561E1,,,,,,,,,,,,
4.023895E1,,,,,,,,,,,,
4.027229E1,,,,,,,,,,,,
4.030563E1,,,,,,,,,,,,
4.033896E1,,,,,,,,,,,,
4.037230E1,,,,,,,,,,,,
4.040564E1,,,,,,,,,,,,
4.043898E1,,,,,,,,,,,,
4.047232E1,,,,,,,,,,,,
4.050565E1,,,,,,,,,,,,
4.053899E1,,,,,,,,,,,,
4.057233E1,,,,,,,,,,,,
4.060567E1,,,,,,,,,,,,
4.063900E1,,,,,,,,,,,,
4.067234E1,,,,,,,,,,,,
4.070568E1,,,,,,,,,,,,
4.073902E1,,,,,,,,,,,,
4.077236E1,,,,,,,,,,,,
4.080569E1,,,,,,,,,,,,
4.083903E1,,,,,,,,,,,,
4.087237E1,,,,,,,,,,,,
4.090571E1,,,,,,,,,,,,
4.093905E1,,,,,,,,,,,,
4.097238E1,,,,,,,,,,,,
4.100572E1,,,,,,,,,,,,
4.103906E1,,,,,,,,,,,,
4.107240E1,,,,,,,,,,,,
4.110574E1,,,,,,,,,,,,
4.113907E1,,,,,,,,,,,,
4.117241E1,,,,,,,,,,,,
4.120575E1,,,,,,,,,,,,
4.123909E1,,,,,,,,,,,,
4.127243E1,,,,,,,,,,,,
4.130576E1,,,,,,,,,,,,
4.133910E1,,,,,,,,,,,,
4.137244E1,,,,,,,,,,,,
4.140578E1,,,,,,,,,,,,
4.143912E1,,,,,,,,,,,,
4.147245E1,,,,,,,,,,,,
4.150579E1,,,,,,,,,,,,
4.153913E1,,,,,,,,,,,,
4.157247E1,,,,,,,,,,,,
4.160581E1,,,,,,,,,,,,
4.163914E1,,,,,,,,,,,,
4.167248E1,,,,,,,,,,,,
4.170582E1,,,,,,,,,,,,
4.173916E1,,,,,,,,,,,,
4.177250E1,,,,,,,,,,,,
4.180583E1,,,,,,,,,,,,
4.183917E1,,,,,,,,,,,,
4.187251E1,,,,,,,,,,,,
4.190585E1,,,,,,,,,,,,
4.193919E1,,,,,,,,,,,,
4.197252E1,,,,,,,,,,,,
4.200586E1,,,,,,,,,,,,
4.203920E1,,,,,,,,,,,,
4.207254E1,,,,,,,,,,,,
4.210588E1,,,,,,,,,,,,
4.213921E1,,,,,,,,,,,,
4.217255E1,,,,,,,,,,,,
4.220589E1,,,,,,,,,,,,
4.223923E1,,,,,,,,,,,,
4.227257E1,,,,,,,,,,,,
4.230590E1,,,,,,,,,,,,
4.233924E1,,,,,,,,,,,,
4.237258E1,,,,,,,,,,,,
4.240592E1,,,,,,,,,,,,
4.243926E1,,,,,,,,,,,,
4.247259E1,,,,,,,,,,,,
4.250593E1,,,,,,,,,,,,
4.253927E1,,,,,,,,,,,,
4.257261E1,,,,,,,,,,,,
4.260595E1,,,,,,,,,,,,
4.263928E1,,,,,,,,,,,,
4.267262E1,,,,,,,,,,,,
4.270596E1,,,,,,,,,,,,
4.273930E1,,,,,,,,,,,,
4.277264E1,,,,,,,,,,,,
4.280597E1,,,,,,,,,,,,
4.283931E1,,,,,,,,,,,,
4.287265E1,,,,,,,,,,,,
4.290599E1,,,,,,,,,,,,
4.293933E1,,,,,,,,,,,,
4.297266E1,,,,,,,,,,,,
4.300600E1,,,,,,,,,,,,
4.303934E1,,,,,,,,,,,,
4.307268E1,,,,,,,,,,,,
4.310602E1,,,,,,,,,,,,
4.313935E1,,,,,,,,,,,,
4.317269E1,,,,,,,,,,,,
4.320603E1,,,,,,,,,,,,
4.323937E1,,,,,,,,,,,,
4.327271E1,,,,,,,,,,,,
4.330604E1,,,,,,,,,,,,
4.333938E1,,,,,,,,,,,,
4.337272E1,,,,,,,,,,,,
4.340606E1,,,,,,,,,,,,
4.343940E1,,,,,,,,,,,,
4.347273E1,,,,,,,,,,,,
4.350607E1,,,,,,,,,,,,
4.353941E1,,,,,,,,,,,,
4.357275E1,,,,,,,,,,,,
4.360609E1,,,,,,,,,,,,
4.363942E1,,,,,,,,,,,,
4.367276E1,,,,,,,,,,,,
4.370610E1,,,,,,,,,,,,
4.373944E1,,,,,,,,,,,,
4.377278E1,,,,,,,,,,,,
4.380611E1,,,,,,,,,,,,
4.383945E1,,,,,,,,,,,,
4.387279E1,,,,,,,,,,,,
4.390613E1,,,,,,,,,,,,
4.393947E1,,,,,,,,,,,,
4.397280E1,,,,,,,,,,,,
4.400614E1,,,,,,,,,,,,
4.403948E1,,,,,,,,,,,,
4.407282E1,,,,,,,,,,,,
4.410616E1,,,,,,,,,,,,
4.413949E1,,,,,,,1.088259E-3,6.777431E-4,,,,
4.417283E1,,,,,,,1.661304E-3,1.323178E-3,,,,
4.420617E1,,,,,,,1.661304E-3,1.323178E-3,,,,
4.423951E1,,,,,,,1.661304E-3,1.323178E-3,,,,
4.427285E1,,,,,,,3.829839E-3,8.406229E-4,,,,
4.430618E1,,,,,,,5.084514E-3,3.037741E-4,,,,
4.433952E1,,,,,,,7.180658E-3,1.039698E-3,,,,
4.437286E1,,,,,,,9.940335E-3,8.979582E-4,,,,
4.440620E1,,,,,,,1.327306E-2,1.401653E-3,,,,
4.443954E1,,,,,,,1.829190E-2,1.302849E-3,,,,
4.447287E1,,,,,,,2.328332E-2,9.510651E-4,,,,
4.450621E1,,,,,,,2.889520E-2,1.068363E-3,,,,
4.453955E1,,,,,,,3.430452E-2,9.575166E-4,,,,
4.457289E1,,,,,,,4.188013E-2,7.592624E-4,,,,
4.460623E1,,,,,,,4.943015E-2,9.917069E-4,,,,
4.463956E1,,,,,,,5.676483E-2,1.211357E-3,,,,
4.467290E1,,,,,,,6.644275E-2,2.002442E-3,,,,
4.470624E1,,,,,,,7.514629E-2,1.006760E-3,,,,
4.473958E1,,,,,,,8.502677E-2,2.025988E-3,,,,
4.477292E1,,,,,,,9.668122E-2,2.286171E-3,,,,
4.480625E1,,,,,,,1.072973E-1,1.836336E-3,,,,
4.483959E1,,,,,,,1.185083E-1,2.286280E-3,,,,
4.487293E1,,,,,,,1.304165E-1,1.913209E-3,,,,
4.490627E1,,,,,,,1.425144E-1,1.983632E-3,,,,
4.493961E1,,,,,,,1.574503E-1,1.574329E-3,,,,
4.497294E1,,,,,,,1.719171E-1,1.785486E-3,,,,
4.500628E1,,,,,,,1.868529E-1,1.376184E-3,,,,
4.503962E1,,,,,,,2.027888E-1,2.322948E-3,,,,
4.507296E1,,,,,,,2.169016E-1,1.216420E-3,,,,
4.510630E1,,,,,,,2.332938E-1,1.758074E-3,,,,
4.513963E1,,,,,,,2.503959E-1,1.261363E-3,,,,
4.517297E1,,,,,,,2.671932E-1,2.259304E-3,,,,
4.520631E1,,,,,,,2.858284E-1,1.421453E-3,,,,
4.523965E1,,,,,,,3.090605E-1,3.233916E-3,,,,
4.527298E1,,,,,,,3.274420E-1,3.029319E-3,,,,
4.530632E1,,,,,,,3.471667E-1,2.040089E-3,,,,
4.533966E1,,,,,,,3.686015E-1,1.368562E-3,,,,
4.537300E1,,,,,,,3.899594E-1,1.989130E-3,,,,
4.540634E1,,,,,,,4.115839E-1,1.761096E-3,,,,
4.543967E1,,,,,,,4.375154E-1,1.788943E-3,,,,
4.547301E1,,,,,,,4.582017E-1,2.801829E-3,,,,
4.550635E1,,,,,,,4.847921E-1,2.652709E-3,,,,
4.553969E1,,,,,,,5.070626E-1,2.463057E-3,,,,
4.557303E1,,,,,,,5.299152E-1,3.388534E-3,,,,
4.560636E1,,,,,,,5.550877E-1,1.642410E-3,,,,
4.563970E1,,,,,,,5.859722E-1,1.964522E-3,,,,
4.567304E1,,,,,,,6.102321E-1,1.028619E-3,,,,
4.570638E1,,,,,,,6.337947E-1,9.157318E-4,,,,
4.573972E1,,,,,,,6.671739E-1,2.898819E-3,,,,
4.577305E1,,,,,,,6.952844E-1,2.623909E-3,,,,
4.580639E1,,,,,,,7.218619E-1,2.690139E-3,,,,
4.583973E1,,,,,,,7.536846E-1,1.771331E-3,,,,
4.587307E1,,,,,,,7.841768E-1,1.421807E-3,,,,
4.590641E1,,,,,,,8.124004E-1,2.882486E-3,,,,
4.593974E1,,,,,,,8.428542E-1,3.179010E-3,,,,
4.597308E1,,,,,,,8.755383E-1,2.311379E-3,,,,
4.600642E1,,,,,,,9.105784E-1,1.799832E-3,,,,
4.603976E1,,,,,,,9.421346E-1,1.729628E-3,,,,
4.607310E1,,,,,,,9.775798E-1,1.674368E-3,,,,
4.610643E1,,,,,,,1.012151E0,1.783281E-3,,,,
4.613977E1,,,,,,,1.047799E0,1.956165E-3,,,,
4.617311E1,,,,,,,1.085410E0,1.813497E-3,,,,
4.620645E1,,,,,,,1.118030E0,2.022613E-3,,,,
4.623979E1,,,,,,,1.159316E0,1.882096E-3,,,,
4.627312E1,,,,,,,,,,,,
4.630646E1,,,,,,,,,,,,
4.633980E1,,,,,,,,,,,,
4.637314E1,,,,,,,,,,,,
4.640648E1,,,,,,,,,,,,
4.643981E1,,,,,,,,,,,,
4.647315E1,,,,,,,,,,,,
4.650649E1,,,,,,,,,,,,
4.653983E1,,,,,,,,,,,,
4.657317E1,,,,,,,,,,,,
4.660650E1,,,,,,,,,,,,
4.663984E1,,,,,,,,,,,,
4.667318E1,,,,,,,,,,,,
4.670652E1,,,,,,,,,,,,
4.673986E1,,,,,,,,,,,,
4.677319E1,,,,,,,,,,,,
4.680653E1,,,,,,,,,,,,
4.683987E1,,,,,,,,,,,,
4.687321E1,,,,,,,,,,,,
4.690655E1,,,,,,,,,,,,
4.693988E1,,,,,,,,,,,,
4.697322E1,,,,,,,,,,,,
4.700656E1,,,,,,,,,,,,
4.703990E1,,,,,,,,,,,,
4.707324E1,,,,,,,,,,,,
4.710657E1,,,,,,,,,,,,
4.713991E1,,,,,,,,,,,,
4.717325E1,,,,,,,,,,,,
4.720659E1,,,,,,,,,,,,
4.723993E1,,,,,,,,,,,,
4.727326E1,,,,,,,,,,,,
4.730660E1,,,,,,,,,,,,
4.733994E1,,,,,,,,,,,,
4.737328E1,,,,,,,,,,,,
4.740662E1,,,,,,,,,,,,
4.743995E1,,,,,,,,,,,,
4.747329E1,,,,,,,,,,,,
4.750663E1,,,,,,,,,,,,
4.753997E1,,,,,,,,,,,,
4.757331E1,,,,,,,,,,,,
4.760664E1,,,,,,,,,,,,
4.763998E1,,,,,,,,,,,,
4.767332E1,,,,,,,,,,,,
4.770666E1,,,,,,,,,,,,
4.774000E1,,,,,,,,,,,,
4.777333E1,,,,,,,,,,,,
4.780667E1,,,,,,,,,,,,
4.784001E1,,,,,,,,,,,,
4.787335E1,,,,,,,,,,,,
4.790669E1,,,,,,,,,,,,
4.794002E1,,,,,,,,,,,,
4.797336E1,,,,,,,,,,,,
4.800670E1,,,,,,,,,,,,
4.804004E1,,,,,,,,,,,,
4.807338E1,,,,,,,,,,,,
4.810671E1,,,,,,,,,,,,
4.814005E1,,,,,,,,,,,,
4.817339E1,,,,,,,,,,,,
4.820673E1,,,,,,,,,,,,
4.824007E1,,,,,,,,,,,,
4.827340E1,,,,,,,,,,,,
4.830674E1,,,,,,,,,,,,
4.834008E1,,,,,,,,,,,,
4.837342E1,,,,,,,,,,,,
4.840676E1,,,,,,,,,,,,
4.844009E1,,,,,,,,,,,,
4.847343E1,,,,,,,,,,,,
4.850677E1,,,,,,,,,,,,
4.854011E1,,,,,,,,,,,,
4.857345E1,,,,,,,,,,,,
4.860678E1,,,,,,,,,,,,
4.864012E1,,,,,,,,,,,,
4.867346E1,,,,,,,,,,,,
4.870680E1,,,,,,,,,,,,
4.874014E1,,,,,,,,,,,,
4.877347E1,,,,,,,,,,,,
4.880681E1,,,,,,,,,,,,
4.884015E1,,,,,,,,,,,,
4.887349E1,,,,,,,,,,,,
4.890683E1,,,,,,,,,,,,
4.894016E1,,,,,,,,,,,,
4.897350E1,,,,,,,,,,,,
4.900684E1,,,,,,,,,,,,
4.904018E1,,,,,,,,,,,,
4.907352E1,,,,,,,,,,,,
4.910685E1,,,,,,,,,,,,
4.914019E1,,,,,,,,,,,,
4.917353E1,,,,,,,,,,,,
4.920687E1,,,,,,,,,,,,
4.924021E1,,,,,,,,,,,,
4.927354E1,,,,,,,,,,,,
4.930688E1,,,,,,,,,,,,
4.934022E1,,,,,,,,,,,,
4.937356E1,,,,,,,,,,,,
4.940690E1,,,,,,,,,,,,
4.944023E1,,,,,,,,,,,,
4.947357E1,,,,,,,,,,,,
4.950691E1,,,,,,,,,,,,
4.954025E1,,,,,,,,,,,,
4.957359E1,,,,,,,,,,,,
4.960692E1,,,,,,,,,,,,
4.964026E1,,,,,,,,,,,,
4.967360E1,,,,,,,,,,,,
4.970694E1,,,,,,,,,,,,
4.974028E1,,,,,,,,,,,,
4.977361E1,,,,,,,,,,,,
4.980695E1,,,,,,,,,,,,
4.984029E1,,,,,,,,,,,,
4.987363E1,,,,,,,,,,,,
4.990697E1,,,,,,,,,,,,
4.994030E1,,,,,,,,,,,,
4.997364E1,,,,,,,,,,,,
5.000698E1,,,,,,,,,,,,
5.004032E1,,,,,,,,,,,,
5.007365E1,,,,,,,,,,,,
5.010699E1,,,,,,,,,,,,
5.014033E1,,,,,,,,,,,,
5.017367E1,,,,,,,,,,,,
5.020701E1,,,,,,,,,,,,
5.024034E1,,,,,,,,,,,,
5.027368E1,,,,,,,,,,,,
5.030702E1,,,,,,,,,,,,
5.034036E1,,,,,,,,,,,,
5.037370E1,,,,,,,,,,,,
5.040703E1,,,,,,,,,,,,
5.044037E1,,,,,,,,,,,,
5.047371E1,,,,,,,,,,,,
5.050705E1,,,,,,,,,,,,
5.054039E1,,,,,,,,,,,,
5.057372E1,,,,,,,,,,,,
5.060706E1,,,,,,,,,,,,
5.064040E1,,,,,,,,,,,,
5.067374E1,,,,,,,,,,,,
5.070708E1,,,,,,,,,,,,
5.074041E1,,,,,,,,,,,,
5.077375E1,,,,,,,,,,,,
5.080709E1,,,,,,,,,2.020403E-3,2.079997E-3,,
5.084043E1,,,,,,,,,2.066005E-3,1.312415E-3,,
5.087377E1,,,,,,,,,2.066005E-3,1.312415E-3,,
5.090710E1,,,,,,,,,2.066005E-3,1.312415E-3,,
5.094044E1,,,,,,,,,2.066005E-3,1.312415E-3,,
5.097378E1,,,,,,,,,2.066005E-3,1.312415E-3,,
5.100712E1,,,,,,,,,2.066005E-3,1.312415E-3,,
5.104046E1,,,,,,,,,2.066005E-3,1.312415E-3,,
5.107379E1,,,,,,,,,7.891274E-3,5.030632E-4,,
5.110713E1,,,,,,,,,1.057781E-2,6.626729E-4,,
5.114047E1,,,,,,,,,1.439292E-2,1.274478E-3,,
5.117381E1,,,,,,,,,2.053357E-2,1.639300E-3,,
5.120715E1,,,,,,,,,2.360390E-2,1.821711E-3,,
5.124048E1,,,,,,,,,2.965619E-2,2.083595E-3,,
5.127382E1,,,,,,,,,3.577211E-2,1.233860E-3,,
5.130716E1,,,,,,,,,4.160319E-2,1.095054E-3,,
5.134050E1,,,,,,,,,4.962450E-2,8.437546E-4,,
5.137384E1,,,,,,,,,5.834238E-2,1.119074E-3,,
5.140717E1,,,,,,,,,6.751506E-2,1.906650E-3,,
5.144051E1,,,,,,,,,7.674520E-2,1.727168E-3,,
5.147385E1,,,,,,,,,8.644450E-2,1.818177E-3,,
5.150719E1,,,,,,,,,9.713959E-2,1.483111E-3,,
5.154053E1,,,,,,,,,1.073224E-1,1.602848E-3,,
5.157386E1,,,,,,,,,1.187492E-1,1.868376E-3,,
5.160720E1,,,,,,,,,1.324825E-1,-1.251372E-4,,
5.164054E1,,,,,,,,,1.460368E-1,8.962411E-4,,
5.167388E1,,,,,,,,,1.587424E-1,1.651094E-3,,
5.170722E1,,,,,,,,,1.729938E-1,1.849457E-3,,
5.174055E1,,,,,,,,,1.874862E-1,1.629915E-3,,
5.177389E1,,,,,,,,,2.014967E-1,2.246183E-3,,
5.180723E1,,,,,,,,,2.188526E-1,1.116218E-3,,
5.184057E1,,,,,,,,,2.354601E-1,1.670666E-3,,
5.187391E1,,,,,,,,,2.557669E-1,1.796565E-3,,
5.190724E1,,,,,,,,,2.723744E-1,2.351013E-3,,
5.194058E1,,,,,,,,,2.887921E-1,2.461968E-3,,
5.197392E1,,,,,,,,,3.093399E-1,2.169963E-3,,
5.200726E1,,,,,,,,,3.272650E-1,2.370476E-3,,
5.204060E1,,,,,,,,,3.467488E-1,1.799151E-3,,
5.207393E1,,,,,,,,,3.696526E-1,1.863231E-3,,
5.210727E1,,,,,,,,,3.901876E-1,1.786575E-3,,
5.214061E1,,,,,,,,,4.150039E-1,2.396500E-3,,
5.217395E1,,,,,,,,,4.388331E-1,1.435009E-3,,
5.220729E1,,,,,,,,,4.603936E-1,2.283722E-3,,
5.224062E1,,,,,,,,,4.813209E-1,2.878702E-3,,
5.227396E1,,,,,,,,,5.073036E-1,2.045152E-3,,
5.230730E1,,,,,,,,,5.297255E-1,2.945041E-3,,
5.234064E1,,,,,,,,,5.587870E-1,1.213862E-3,,
5.237398E1,,,,,,,,,5.839701E-1,2.926122E-3,,
5.240731E1,,,,,,,,,6.136265E-1,2.094723E-3,,
5.244065E1,,,,,,,,,6.393426E-1,2.109776E-3,,
5.247399E1,,,,,,,,,6.689222E-1,2.570473E-3,,
5.250733E1,,,,,,,,,6.937642E-1,2.749699E-3,,
5.254067E1,,,,,,,,,7.192522E-1,2.967308E-3,,
5.257400E1,,,,,,,,,7.538744E-1,2.214824E-3,,
5.260734E1,,,,,,,,,7.815415E-1,2.129675E-3,,
5.264068E1,,,,,,,,,8.096264E-1,2.285464E-3,,
5.267402E1,,,,,,,,,8.448819E-1,1.786711E-3,,
5.270736E1,,,,,,,,,8.783122E-1,2.908401E-3,,
5.274069E1,,,,,,,,,9.065252E-1,9.106959E-4,,
5.277403E1,,,,,,,,,9.393606E-1,1.132606E-3,,
5.280737E1,,,,,,,,,9.791512E-1,6.871801E-4,,
5.284071E1,,,,,,,,,1.009162E0,1.173465E-3,,
5.287405E1,,,,,,,,,1.049142E0,1.171532E-3,,
5.290738E1,,,,,,,,,1.084587E0,1.116273E-3,,
5.294072E1,,,,,,,,,1.122312E0,2.709194E-3,,
5.297406E1,,,,,,,,,1.158316E0,5.260288E-4,,
5.300740E1,,,,,,,,,,,,
5.304074E1,,,,,,,,,,,,
5.307407E1,,,,,,,,,,,,
5.310741E1,,,,,,,,,,,,
5.314075E1,,,,,,,,,,,,
5.317409E1,,,,,,,,,,,,
5.320743E1,,,,,,,,,,,,
5.324076E1,,,,,,,,,,,,
5.327410E1,,,,,,,,,,,,
5.330744E1,,,,,,,,,,,,
5.334078E1,,,,,,,,,,,,
5.337412E1,,,,,,,,,,,,
5.340745E1,,,,,,,,,,,,
5.344079E1,,,,,,,,,,,,
5.347413E1,,,,,,,,,,,,
5.350747E1,,,,,,,,,,,,
5.354081E1,,,,,,,,,,,,
5.357414E1,,,,,,,,,,,,
5.360748E1,,,,,,,,,,,,
5.364082E1,,,,,,,,,,,,
5.367416E1,,,,,,,,,,,,
5.370750E1,,,,,,,,,,,,
5.374083E1,,,,,,,,,,,,
5.377417E1,,,,,,,,,,,,
5.380751E1,,,,,,,,,,,,
5.384085E1,,,,,,,,,,,,
5.387419E1,,,,,,,,,,,,
5.390752E1,,,,,,,,,,,,
5.394086E1,,,,,,,,,,,,
5.397420E1,,,,,,,,,,,,
5.400754E1,,,,,,,,,,,,
5.404088E1,,,,,,,,,,,,
5.407421E1,,,,,,,,,,,,
5.410755E1,,,,,,,,,,,,
5.414089E1,,,,,,,,,,,,
5.417423E1,,,,,,,,,,,,
5.420757E1,,,,,,,,,,,,
5.424090E1,,,,,,,,,,,,
5.427424E1,,,,,,,,,,,,
5.430758E1,,,,,,,,,,,,
5.434092E1,,,,,,,,,,,,
5.437426E1,,,,,,,,,,,,
5.440759E1,,,,,,,,,,,,
5.444093E1,,,,,,,,,,,,
5.447427E1,,,,,,,,,,,,
5.450761E1,,,,,,,,,,,,
5.454095E1,,,,,,,,,,,,
5.457428E1,,,,,,,,,,,,
5.460762E1,,,,,,,,,,,,
5.464096E1,,,,,,,,,,,,
5.467430E1,,,,,,,,,,,,
5.470764E1,,,,,,,,,,,,
5.474097E1,,,,,,,,,,,,
5.477431E1,,,,,,,,,,,,
5.480765E1,,,,,,,,,,,,
5.484099E1,,,,,,,,,,,,
5.487432E1,,,,,,,,,,,,
5.490766E1,,,,,,,,,,,,
5.494100E1,,,,,,,,,,,,
5.497434E1,,,,,,,,,,,,
5.500768E1,,,,,,,,,,,,
5.504101E1,,,,,,,,,,,,
5.507435E1,,,,,,,,,,,,
5.510769E1,,,,,,,,,,,,
5.514103E1,,,,,,,,,,,,
5.517437E1,,,,,,,,,,,,
5.520770E1,,,,,,,,,,,,
5.524104E1,,,,,,,,,,,,
5.527438E1,,,,,,,,,,,,
5.530772E1,,,,,,,,,,,,
5.534106E1,,,,,,,,,,,,
5.537439E1,,,,,,,,,,,,
5.540773E1,,,,,,,,,,,,
5.544107E1,,,,,,,,,,,,
5.547441E1,,,,,,,,,,,,
5.550775E1,,,,,,,,,,,,
5.554108E1,,,,,,,,,,,,
5.557442E1,,,,,,,,,,,,
5.560776E1,,,,,,,,,,,,
5.564110E1,,,,,,,,,,,,
5.567444E1,,,,,,,,,,,,
5.570777E1,,,,,,,,,,,,
5.574111E1,,,,,,,,,,,,
5.577445E1,,,,,,,,,,,,
5.580779E1,,,,,,,,,,,,
5.584113E1,,,,,,,,,,,,
5.587446E1,,,,,,,,,,,,
5.590780E1,,,,,,,,,,,,
5.594114E1,,,,,,,,,,,,
5.597448E1,,,,,,,,,,,,
5.600782E1,,,,,,,,,,,,
5.604115E1,,,,,,,,,,,,
5.607449E1,,,,,,,,,,,,
5.610783E1,,,,,,,,,,,,
5.614117E1,,,,,,,,,,,,
5.617451E1,,,,,,,,,,,,
5.620784E1,,,,,,,,,,,,
5.624118E1,,,,,,,,,,,,
5.627452E1,,,,,,,,,,,,
5.630786E1,,,,,,,,,,,,
5.634120E1,,,,,,,,,,,,
5.637453E1,,,,,,,,,,,,
5.640787E1,,,,,,,,,,,,
5.644121E1,,,,,,,,,,,,
5.647455E1,,,,,,,,,,,,
5.650789E1,,,,,,,,,,,,
5.654122E1,,,,,,,,,,,,
5.657456E1,,,,,,,,,,,,
5.660790E1,,,,,,,,,,,,
5.664124E1,,,,,,,,,,,,
5.667458E1,,,,,,,,,,,,
5.670791E1,,,,,,,,,,,,
5.674125E1,,,,,,,,,,,,
5.677459E1,,,,,,,,,,,,
5.680793E1,,,,,,,,,,,,
5.684127E1,,,,,,,,,,,,
5.687460E1,,,,,,,,,,,,
5.690794E1,,,,,,,,,,,,
5.694128E1,,,,,,,,,,,,
5.697462E1,,,,,,,,,,,,
5.700796E1,,,,,,,,,,,,
5.704129E1,,,,,,,,,,,,
5.707463E1,,,,,,,,,,,,
5.710797E1,,,,,,,,,,,,
5.714131E1,,,,,,,,,,,,
5.717465E1,,,,,,,,,,,,
5.720798E1,,,,,,,,,,,,
5.724132E1,,,,,,,,,,,,
5.727466E1,,,,,,,,,,,,
5.730800E1,,,,,,,,,,,,
5.734134E1,,,,,,,,,,,,
5.737467E1,,,,,,,,,,,,
5.740801E1,,,,,,,,,,,,
5.744135E1,,,,,,,,,,,,
5.747469E1,,,,,,,,,,,,
5.750803E1,,,,,,,,,,,,
5.754136E1,,,,,,,,,,,,
5.757470E1,,,,,,,,,,,,
5.760804E1,,,,,,,,,,,,
5.764138E1,,,,,,,,,,,,
5.767472E1,,,,,,,,,,,7.666872E-4,1.268343E-3
5.770805E1,,,,,,,,,,,3.522198E-3,1.088944E-3
5.774139E1,,,,,,,,,,,2.838398E-3,1.048319E-3
5.777473E1,,,,,,,,,,,2.838398E-3,1.048319E-3
5.780807E1,,,,,,,,,,,3.501885E-3,1.430844E-3
5.784141E1,,,,,,,,,,,5.532971E-3,1.894619E-3
5.787474E1,,,,,,,,,,,7.283095E-3,1.312383E-3
5.790808E1,,,,,,,,,,,1.072241E-2,1.173609E-3
5.794142E1,,,,,,,,,,,1.345760E-2,1.336110E-3
5.797476E1,,,,,,,,,,,1.860641E-2,1.298899E-3
5.800810E1,,,,,,,,,,,2.274984E-2,8.588501E-4
5.804143E1,,,,,,,,,,,2.920531E-2,1.928589E-3
5.807477E1,,,,,,,,,,,3.505823E-2,1.590103E-3
5.810811E1,,,,,,,,,,,3.847722E-2,1.793229E-3
5.814145E1,,,,,,,,,,,4.668282E-2,2.280731E-3
5.817479E1,,,,,,,,,,,5.740359E-2,8.590230E-4
5.820812E1,,,,,,,,,,,6.494570E-2,9.640002E-4
5.824146E1,,,,,,,,,,,7.214590E-2,1.048665E-3
5.827480E1,,,,,,,,,,,8.067308E-2,1.898379E-3
5.830814E1,,,,,,,,,,,9.000594E-2,7.373204E-4
5.834148E1,,,,,,,,,,,1.054321E-1,9.675873E-4
5.837481E1,,,,,,,,,,,1.150256E-1,1.194440E-3
5.840815E1,,,,,,,,,,,1.286572E-1,1.765781E-3
5.844149E1,,,,,,,,,,,1.390578E-1,1.619579E-3
5.847483E1,,,,,,,,,,,1.543225E-1,1.915178E-3
5.850817E1,,,,,,,,,,,1.679483E-1,1.502116E-3
5.854150E1,,,,,,,,,,,1.832130E-1,1.797716E-3
5.857484E1,,,,,,,,,,,1.983163E-1,2.236553E-3
5.860818E1,,,,,,,,,,,2.143877E-1,1.815965E-3
5.864152E1,,,,,,,,,,,2.305751E-1,2.013564E-3
5.867486E1,,,,,,,,,,,2.475240E-1,2.256400E-3
5.870819E1,,,,,,,,,,,2.658887E-1,1.819237E-3
5.874153E1,,,,,,,,,,,2.823807E-1,2.034931E-3
5.877487E1,,,,,,,,,,,3.031458E-1,2.351667E-3
5.880821E1,,,,,,,,,,,3.230242E-1,2.157264E-3
5.884155E1,,,,,,,,,,,3.420162E-1,1.451720E-3
5.887488E1,,,,,,,,,,,3.627722E-1,1.920741E-3
5.890822E1,,,,,,,,,,,3.830623E-1,2.514905E-3
5.894156E1,,,,,,,,,,,4.069454E-1,1.794309E-3
5.897490E1,,,,,,,,,,,4.296992E-1,2.076376E-3
5.900824E1,,,,,,,,,,,4.536894E-1,2.126252E-3
5.904157E1,,,,,,,,,,,4.764251E-1,2.712889E-3
5.907491E1,,,,,,,,,,,4.995015E-1,2.708481E-3
5.910825E1,,,,,,,,,,,5.259464E-1,2.598546E-3
5.914159E1,,,,,,,,,,,5.519524E-1,2.156898E-3
5.917493E1,,,,,,,,,,,5.774293E-1,2.906388E-3
5.920826E1,,,,,,,,,,,6.049944E-1,1.946074E-3
5.924160E1,,,,,,,,,,,6.311347E-1,1.818044E-3
5.927494E1,,,,,,,,,,,6.596753E-1,2.443912E-3
5.930828E1,,,,,,,,,,,6.848747E-1,2.718453E-3
5.934162E1,,,,,,,,,,,7.158082E-1,1.652611E-3
5.937495E1,,,,,,,,,,,7.450740E-1,2.932857E-3
5.940829E1,,,,,,,,,,,7.747802E-1,1.946921E-3
5.944163E1,,,,,,,,,,,8.065369E-1,2.458215E-3
5.947497E1,,,,,,,,,,,8.411961E-1,2.989124E-3
5.950831E1,,,,,,,,,,,8.712068E-1,2.021283E-3
5.954164E1,,,,,,,,,,,9.066545E-1,2.140574E-3
5.957498E1,,,,,,,,,,,9.347655E-1,2.282445E-3
5.960832E1,,,,,,,,,,,9.708857E-1,1.371930E-3
5.964166E1,,,,,,,,,,,1.002015E0,2.151604E-3
5.967499E1,,,,,,,,,,,1.039218E0,3.597744E-3
