t,x,y,
0.000000E0,1.444342E-4,2.464154E-4
3.347968E-2,-9.313265E-3,2.951107E-4
6.695936E-2,-1.808073E-2,1.691605E-3
1.004390E-1,-2.699711E-2,1.872104E-3
1.339187E-1,-3.695798E-2,4.577227E-3
1.673984E-1,-4.706176E-2,3.488573E-3
2.008781E-1,-5.510901E-2,3.527109E-3
2.343578E-1,-6.273449E-2,4.835269E-3
2.678375E-1,-6.949252E-2,4.852157E-3
3.013171E-1,-7.539062E-2,5.502455E-3
3.347968E-1,-8.054613E-2,6.362842E-3
3.682765E-1,-8.480732E-2,6.398494E-3
4.017562E-1,-8.797189E-2,6.609303E-3
4.352359E-1,-9.018129E-2,6.422450E-3
4.687156E-1,-9.131887E-2,6.306990E-3
5.021952E-1,-9.155087E-2,6.242008E-3
5.356749E-1,-9.087157E-2,6.453710E-3
5.691546E-1,-8.876543E-2,6.017360E-3
6.026343E-1,-8.547215E-2,5.607936E-3
6.361140E-1,-8.179046E-2,4.939414E-3
6.695936E-1,-7.684093E-2,4.437481E-3
7.030733E-1,-7.126305E-2,3.499103E-3
7.365530E-1,-6.461164E-2,3.114267E-3
7.700327E-1,-5.746435E-2,2.148271E-3
8.035124E-1,-4.920767E-2,1.814305E-3
8.369921E-1,-4.081999E-2,4.027465E-4
8.704717E-1,-3.064518E-2,-7.276947E-5
9.039514E-1,-2.101448E-2,-1.234543E-3
9.374311E-1,-1.161114E-2,-1.388960E-3
9.709108E-1,-2.360201E-3,-2.607545E-3
1.004390E0,8.152890E-3,-2.685409E-3
1.037870E0,1.909163E-2,-2.664076E-3
1.071350E0,2.829884E-2,-2.694357E-3
1.104830E0,3.858205E-2,-2.746008E-3
1.138309E0,4.774580E-2,-2.780016E-3
1.171789E0,5.741071E-2,-2.753600E-3
1.205269E0,6.608648E-2,-2.636892E-3
1.238748E0,7.429231E-2,-2.397518E-3
1.272228E0,8.116489E-2,-1.362697E-3
1.305708E0,8.706128E-2,-1.241806E-3
1.339187E0,9.252772E-2,-1.183978E-3
1.372667E0,9.677942E-2,-1.048645E-3
1.406147E0,1.001432E-1,-8.264513E-5
1.439626E0,1.021497E-1,1.378192E-4
1.473106E0,1.034403E-1,1.913616E-4
1.506586E0,1.038058E-1,2.332974E-4
1.540065E0,1.030634E-1,2.957785E-4
1.573545E0,1.011268E-1,3.196371E-4
1.607025E0,9.814061E-2,2.850070E-4
1.640504E0,9.441458E-2,2.817244E-4
1.673984E0,8.980281E-2,2.433546E-4
1.707464E0,8.445956E-2,2.149901E-4
1.740943E0,7.806495E-2,2.167568E-4
1.774423E0,7.100449E-2,1.856151E-4
1.807903E0,6.296621E-2,-4.344239E-5
1.841383E0,5.390657E-2,-7.788124E-4
1.874862E0,4.445320E-2,-8.118165E-4
1.908342E0,3.415282E-2,-7.245043E-4
1.941822E0,2.467382E-2,-5.485732E-4
1.975301E0,1.582709E-2,1.834960E-4
2.008781E0,3.400231E-3,2.156460E-4
2.042261E0,-6.484174E-3,3.000643E-4
2.075740E0,-1.572130E-2,1.252016E-3
2.109220E0,-2.419463E-2,1.874570E-3
2.142700E0,-3.360215E-2,4.328924E-3
2.176179E0,-4.442142E-2,3.728189E-3
2.209659E0,-5.258293E-2,3.493113E-3
2.243139E0,-6.040831E-2,4.583658E-3
2.276618E0,-6.757628E-2,4.770160E-3
2.310098E0,-7.413261E-2,5.294901E-3
2.343578E0,-7.914447E-2,5.872717E-3
2.377057E0,-8.384996E-2,6.191254E-3
2.410537E0,-8.755217E-2,6.457091E-3
2.444017E0,-9.015834E-2,6.399042E-3
2.477496E0,-9.164138E-2,6.364343E-3
2.510976E0,-9.208809E-2,6.443801E-3
2.544456E0,-9.144163E-2,6.110824E-3
2.577936E0,-8.983728E-2,5.931039E-3
2.611415E0,-8.700198E-2,5.897574E-3
2.644895E0,-8.344148E-2,5.109931E-3
2.678375E0,-7.862811E-2,4.641330E-3
2.711854E0,-7.306054E-2,3.937187E-3
2.745334E0,-6.658658E-2,3.160166E-3
2.778814E0,-5.934706E-2,2.853528E-3
2.812293E0,-5.144456E-2,1.976016E-3
2.845773E0,-4.321452E-2,1.119441E-3
2.879253E0,-3.315038E-2,4.472892E-4
2.912732E0,-2.355239E-2,-5.065923E-4
2.946212E0,-1.530223E-2,-1.317568E-3
2.979692E0,-5.579164E-3,-1.411731E-3
3.013171E0,5.112507E-3,-1.960100E-3
3.046651E0,1.673435E-2,-2.311623E-3
3.080131E0,2.552442E-2,-2.599142E-3
3.113610E0,3.550419E-2,-2.379372E-3
3.147090E0,4.591682E-2,-2.501838E-3
3.180570E0,5.470626E-2,-2.492355E-3
3.214050E0,6.392504E-2,-9.984528E-4
3.247529E0,7.238957E-2,-1.021442E-3
3.281009E0,7.877829E-2,-1.169905E-3
3.314489E0,8.427758E-2,-8.643883E-4
3.347968E0,9.069980E-2,-1.323876E-4
3.381448E0,9.484937E-2,2.396796E-4
3.414928E0,9.824786E-2,4.363518E-4
3.448407E0,1.005315E-1,5.729806E-4
3.481887E0,1.020454E-1,6.689254E-4
3.515367E0,1.026455E-1,1.298087E-3
3.548846E0,1.022972E-1,1.435736E-3
3.582326E0,1.008093E-1,1.690378E-3
3.615806E0,9.812649E-2,1.710962E-3
3.649285E0,9.447226E-2,1.639489E-3
3.682765E0,9.037318E-2,1.654021E-3
3.716245E0,8.491678E-2,1.666503E-3
3.749724E0,7.887017E-2,1.669347E-3
3.783204E0,7.314947E-2,1.707855E-3
3.816684E0,6.478594E-2,1.737096E-3
3.850163E0,5.659772E-2,1.724014E-3
3.883643E0,4.771837E-2,1.734486E-3
3.917123E0,3.763664E-2,1.727574E-3
3.950603E0,2.737135E-2,1.784039E-3
3.984082E0,1.869706E-2,2.305403E-3
4.017562E0,7.360511E-3,3.154753E-3
4.051042E0,-4.012197E-3,3.158681E-3
4.084521E0,-1.326700E-2,3.074760E-3
