t,mass F,mass G,mass H,mass I,mass J,
6.774827E1,2.102270E0,,,,
6.776508E1,2.098707E0,,,,
6.778190E1,2.095143E0,,,,
6.779871E1,2.090052E0,,,,
6.781552E1,2.086488E0,,,,
6.783233E1,2.073761E0,,,,
6.784914E1,2.061033E0,,,,
6.786595E1,2.053906E0,,,,
6.788276E1,2.038633E0,,,,
6.789957E1,2.019287E0,,,,
6.791638E1,1.995868E0,,,,
6.793319E1,1.981104E0,,,,
6.795001E1,1.960740E0,,,,
6.796682E1,1.939358E0,,,,
6.798363E1,1.915430E0,,,,
6.800044E1,1.898120E0,,,,
6.801725E1,1.862992E0,,,,
6.803406E1,1.825828E0,,,,
6.805087E1,1.791209E0,,,,
6.806768E1,1.764735E0,,,,
6.808449E1,1.722480E0,,,,
6.810130E1,1.684297E0,,,,
6.811812E1,1.659860E0,,,,
6.813493E1,1.615059E0,,,,
6.815174E1,1.578913E0,,,,
6.816855E1,1.531057E0,,,,
6.818536E1,1.480147E0,,,,
6.820217E1,1.436873E0,,,,
6.821898E1,1.406327E0,,,,
6.823579E1,1.362544E0,,,,
6.825260E1,1.311634E0,,,,
6.826941E1,1.272433E0,,,,
6.828623E1,1.229668E0,,,,
6.830304E1,1.189958E0,,,,
6.831985E1,1.148212E0,,,,
6.833666E1,1.104429E0,,,,
6.835347E1,1.057592E0,,,,
6.837028E1,1.015845E0,,,,
6.838709E1,9.700260E-1,,,,
6.840390E1,9.308251E-1,,,,
6.842071E1,8.875514E-1,,,,
6.843752E1,8.437686E-1,,,,
6.845434E1,8.020222E-1,,,,
6.847115E1,7.618030E-1,,,,
6.848796E1,7.215839E-1,,,,
6.850477E1,6.742374E-1,,,,
6.852158E1,6.223089E-1,,,,
6.853839E1,5.871808E-1,,,,
6.855520E1,5.408525E-1,,,,
6.857201E1,4.929968E-1,,,,
6.858882E1,4.456503E-1,,,,
6.860563E1,3.942309E-1,,,,
6.862244E1,3.519754E-1,,,,
6.863926E1,2.954650E-1,,,,
6.865607E1,2.567732E-1,,,,
6.867288E1,2.022992E-1,,,,
6.868969E1,1.442615E-1,,,,
6.870650E1,1.035333E-1,,,,
6.872331E1,5.415033E-2,,,,
6.874012E1,9.858401E-3,,,,
6.875693E1,,,,,
6.877374E1,,,,,
6.879055E1,,,,,
6.880737E1,,,,,
6.882418E1,,,,,
6.884099E1,,,,,
6.885780E1,,,,,
6.887461E1,,,,,
6.889142E1,,,,,
6.890823E1,,,,,
6.892504E1,,,,,
6.894185E1,,,,,
6.895866E1,,,,,
6.897548E1,,,,,
6.899229E1,,,,,
6.900910E1,,,,,
6.902591E1,,,,,
6.904272E1,,,,,
6.905953E1,,,,,
6.907634E1,,,,,
6.909315E1,,,,,
6.910996E1,,,,,
6.912677E1,,,,,
6.914359E1,,,,,
6.916040E1,,,,,
6.917721E1,,,,,
6.919402E1,,,,,
6.921083E1,,,,,
6.922764E1,,,,,
6.924445E1,,,,,
6.926126E1,,,,,
6.927807E1,,,,,
6.929488E1,,,,,
6.931170E1,,,,,
6.932851E1,,,,,
6.934532E1,,,,,
6.936213E1,,,,,
6.937894E1,,,,,
6.939575E1,,,,,
6.941256E1,,,,,
6.942937E1,,,,,
6.944618E1,,,,,
6.946299E1,,,,,
6.947981E1,,,,,
6.949662E1,,,,,
6.951343E1,,,,,
6.953024E1,,,,,
6.954705E1,,,,,
6.956386E1,,,,,
6.958067E1,,,,,
6.959748E1,,,,,
6.961429E1,,,,,
6.963110E1,,,,,
6.964792E1,,,,,
6.966473E1,,,,,
6.968154E1,,,,,
6.969835E1,,,,,
6.971516E1,,,,,
6.973197E1,,,,,
6.974878E1,,,,,
6.976559E1,,,,,
6.978240E1,,,,,
6.979921E1,,,,,
6.981602E1,,,,,
6.983284E1,,,,,
6.984965E1,,,,,
6.986646E1,,,,,
6.988327E1,,,,,
6.990008E1,,,,,
6.991689E1,,,,,
6.993370E1,,,,,
6.995051E1,,,,,
6.996732E1,,,,,
6.998413E1,,,,,
7.000095E1,,,,,
7.001776E1,,,,,
7.003457E1,,,,,
7.005138E1,,,,,
7.006819E1,,,,,
7.008500E1,,,,,
7.010181E1,,,,,
7.011862E1,,,,,
7.013543E1,,,,,
7.015224E1,,,,,
7.016906E1,,,,,
7.018587E1,,,,,
7.020268E1,,,,,
7.021949E1,,,,,
7.023630E1,,,,,
7.025311E1,,,,,
7.026992E1,,,,,
7.028673E1,,,,,
7.030354E1,,,,,
7.032035E1,,,,,
7.033717E1,,,,,
7.035398E1,,,,,
7.037079E1,,,,,
7.038760E1,,,,,
7.040441E1,,,,,
7.042122E1,,,,,
7.043803E1,,,,,
7.045484E1,,,,,
7.047165E1,,,,,
