t;mass A;mass B;mass C;mass D;mass E;mass F;mass G;mass H;mass I;mass J;mass K;mass L;mass M;mass N;mass O
8.232763E1;;;;;;;;;;;;;;;2.516081E-1
8.236098E1;;;;;;;;;;;;;;;2.677987E-1
8.239432E1;;;;;;;;;;;;;;;2.907783E-1
8.242767E1;;;;;;;;;;;;;;;3.081911E-1
8.246101E1;;;;;;;;;;;;;;;3.237110E-1
8.249436E1;;;;;;;;;;;;;;;3.429817E-1
8.252770E1;;;;;;;;;;;;;;;3.610233E-1
8.256105E1;;;;;;;;;;;;;;;3.840098E-1
8.259439E1;;;;;;;;;;;;;;;3.989783E-1
8.262773E1;;;;;;;;;;;;;;;4.201069E-1
8.266108E1;;;;;;;;;;;;;;;4.393485E-1
8.269442E1;;;;;;;;;;;;;;;4.589571E-1
8.272777E1;;;;;;;;;;;;;;;4.784487E-1
8.276111E1;;;;;;;;;;;;;;;4.984706E-1
8.279446E1;;;;;;;;;;;;;;;5.181795E-1
8.282780E1;;;;;;;;;;;;;;;5.382177E-1
8.286115E1;;;;;;;;;;;;;;;5.579769E-1
8.289449E1;;;;;;;;;;;;;;;5.781646E-1
8.292784E1;;;;;;;;;;;;;;;5.982366E-1
8.296118E1;;;;;;;;;;;;;;;6.183577E-1
8.299452E1;;;;;;;;;;;;;;;6.385942E-1
8.302787E1;;;;;;;;;;;;;;;6.591138E-1
8.306121E1;;;;;;;;;;;;;;;6.795192E-1
8.309456E1;;;;;;;;;;;;;;;6.999083E-1
8.312790E1;;;;;;;;;;;;;;;7.203041E-1
8.316125E1;;;;;;;;;;;;;;;7.409691E-1
8.319459E1;;;;;;;;;;;;;;;7.618420E-1
8.322794E1;;;;;;;;;;;;;;;7.828347E-1
8.326128E1;;;;;;;;;;;;;;;8.038631E-1
8.329463E1;;;;;;;;;;;;;;;8.250547E-1
8.332797E1;;;;;;;;;;;;;;;8.460732E-1
8.336131E1;;;;;;;;;;;;;;;8.680879E-1
8.339466E1;;;;;;;;;;;;;;;8.897177E-1
8.342800E1;;;;;;;;;;;;;;;9.117905E-1
8.346135E1;;;;;;;;;;;;;;;9.338206E-1
8.349469E1;;;;;;;;;;;;;;;9.566510E-1
8.352804E1;;;;;;;;;;;;;;;9.792024E-1
8.356138E1;;;;;;;;;;;;;;;1.001136E0
8.359473E1;;;;;;;;;;;;;;;1.023839E0
8.362807E1;;;;;;;;;;;;;;;1.047341E0
8.366141E1;;;;;;;;;;;;;;;1.070341E0
8.369476E1;;;;;;;;;;;;;;;1.092981E0
8.372810E1;;;;;;;;;;;;;;;1.116291E0
8.376145E1;;;;;;;;;;;;;;;1.140094E0
8.379479E1;;;;;;;;;;;;;;;1.164114E0
8.382814E1;;;;;;;;;;;;;;;1.188777E0
8.386148E1;;;;;;;;;;;;;;;1.210247E0
8.389483E1;;;;;;;;;;;;;;;1.212601E0
8.392817E1;;;;;;;;;;;;;;;1.194651E0
8.396152E1;;;;;;;;;;;;;;;1.171226E0
8.399486E1;;;;;;;;;;;;;;;1.148494E0
8.402820E1;;;;;;;;;;;;;;;1.126525E0
8.406155E1;;;;;;;;;;;;;;;1.104517E0
8.409489E1;;;;;;;;;;;;;;;1.083284E0
